# Frequency(THz) spec_cv(J/Kg.K.THz) cum_cv(J/Kg.K)
67.430921 0.000074 437.561602
67.434921 0.000074 437.561604
67.438921 0.000074 437.561606
67.442921 0.000074 437.561608
67.446921 0.000074 437.561610
67.450921 0.000074 437.561612
67.454921 0.000074 437.561614
67.458921 0.000074 437.561615
67.462921 0.000074 437.561617
67.466921 0.000074 437.561619
67.470920 0.000074 437.561621
67.474920 0.000074 437.561623
67.478920 0.000074 437.561625
67.482920 0.000073 437.561627
67.486920 0.000073 437.561628
67.490920 0.000073 437.561630
67.494920 0.000073 437.561632
67.498920 0.000073 437.561634
67.502920 0.000073 437.561636
67.506920 0.000073 437.561638
67.510920 0.000073 437.561639
67.514920 0.000073 437.561641
67.518920 0.000073 437.561643
67.522920 0.000073 437.561645
67.526920 0.000073 437.561647
67.530920 0.000073 437.561649
67.534919 0.000073 437.561650
67.538919 0.000073 437.561652
67.542919 0.000073 437.561654
67.546919 0.000073 437.561656
67.550919 0.000073 437.561658
67.554919 0.000072 437.561660
67.558919 0.000072 437.561661
67.562919 0.000072 437.561663
67.566919 0.000072 437.561665
67.570919 0.000072 437.561667
67.574919 0.000072 437.561669
67.578919 0.000072 437.561671
67.582919 0.000072 437.561672
67.586919 0.000072 437.561674
67.590919 0.000072 437.561676
67.594918 0.000072 437.561678
67.598918 0.000072 437.561680
67.602918 0.000072 437.561681
67.606918 0.000072 437.561683
67.610918 0.000072 437.561685
67.614918 0.000072 437.561687
67.618918 0.000072 437.561689
67.622918 0.000072 437.561690
67.626918 0.000071 437.561692
67.630918 0.000071 437.561694
67.634918 0.000071 437.561696
67.638918 0.000071 437.561698
67.642918 0.000071 437.561699
67.646918 0.000071 437.561701
67.650918 0.000071 437.561703
67.654918 0.000071 437.561705
67.658917 0.000071 437.561707
67.662917 0.000071 437.561708
67.666917 0.000071 437.561710
67.670917 0.000071 437.561712
67.674917 0.000071 437.561714
67.678917 0.000071 437.561715
67.682917 0.000071 437.561717
67.686917 0.000071 437.561719
67.690917 0.000071 437.561721
67.694917 0.000071 437.561723
67.698917 0.000070 437.561724
67.702917 0.000070 437.561726
67.706917 0.000070 437.561728
67.710917 0.000070 437.561730
67.714917 0.000070 437.561731
67.718916 0.000070 437.561733
67.722916 0.000070 437.561735
67.726916 0.000070 437.561737
67.730916 0.000070 437.561738
67.734916 0.000070 437.561740
67.738916 0.000070 437.561742
67.742916 0.000070 437.561744
67.746916 0.000070 437.561745
67.750916 0.000070 437.561747
67.754916 0.000070 437.561749
67.758916 0.000070 437.561751
67.762916 0.000070 437.561753
67.766916 0.000070 437.561754
67.770916 0.000070 437.561756
67.774916 0.000070 437.561758
67.778916 0.000070 437.561760
67.782915 0.000070 437.561761
67.786915 0.000070 437.561763
67.790915 0.000070 437.561765
67.794915 0.000070 437.561767
67.798915 0.000070 437.561768
67.802915 0.000070 437.561770
67.806915 0.000070 437.561772
67.810915 0.000070 437.561774
67.814915 0.000070 437.561775
67.818915 0.000069 437.561777
67.822915 0.000069 437.561779
67.826915 0.000069 437.561781
67.830915 0.000069 437.561782
67.834915 0.000069 437.561784
67.838915 0.000069 437.561786
67.842915 0.000069 437.561788
67.846914 0.000069 437.561789
67.850914 0.000069 437.561791
67.854914 0.000069 437.561793
67.858914 0.000069 437.561794
67.862914 0.000069 437.561796
67.866914 0.000069 437.561798
67.870914 0.000069 437.561800
67.874914 0.000069 437.561801
67.878914 0.000069 437.561803
67.882914 0.000069 437.561805
67.886914 0.000069 437.561807
67.890914 0.000069 437.561808
67.894914 0.000068 437.561810
67.898914 0.000068 437.561812
67.902914 0.000068 437.561814
67.906913 0.000068 437.561815
67.910913 0.000068 437.561817
67.914913 0.000068 437.561819
67.918913 0.000068 437.561820
67.922913 0.000068 437.561822
67.926913 0.000068 437.561824
67.930913 0.000068 437.561825
67.934913 0.000068 437.561827
67.938913 0.000068 437.561829
67.942913 0.000068 437.561831
67.946913 0.000068 437.561832
67.950913 0.000068 437.561834
67.954913 0.000067 437.561836
67.958913 0.000067 437.561837
67.962913 0.000067 437.561839
67.966913 0.000067 437.561841
67.970912 0.000067 437.561842
67.974912 0.000067 437.561844
67.978912 0.000067 437.561846
67.982912 0.000067 437.561848
67.986912 0.000067 437.561849
67.990912 0.000067 437.561851
67.994912 0.000067 437.561853
67.998912 0.000066 437.561854
68.002912 0.000066 437.561856
68.006912 0.000066 437.561858
68.010912 0.000066 437.561859
68.014912 0.000066 437.561861
68.018912 0.000066 437.561863
68.022912 0.000066 437.561864
68.026912 0.000066 437.561866
68.030912 0.000066 437.561868
68.034911 0.000066 437.561869
68.038911 0.000065 437.561871
68.042911 0.000065 437.561873
68.046911 0.000065 437.561874
68.050911 0.000065 437.561876
68.054911 0.000065 437.561877
68.058911 0.000065 437.561879
68.062911 0.000065 437.561881
68.066911 0.000065 437.561882
68.070911 0.000065 437.561884
68.074911 0.000065 437.561886
68.078911 0.000064 437.561887
68.082911 0.000064 437.561889
68.086911 0.000064 437.561890
68.090911 0.000064 437.561892
68.094910 0.000064 437.561894
68.098910 0.000064 437.561895
68.102910 0.000064 437.561897
68.106910 0.000064 437.561899
68.110910 0.000064 437.561900
68.114910 0.000063 437.561902
68.118910 0.000063 437.561903
68.122910 0.000063 437.561905
68.126910 0.000063 437.561906
68.130910 0.000063 437.561908
68.134910 0.000063 437.561910
68.138910 0.000063 437.561911
68.142910 0.000063 437.561913
68.146910 0.000063 437.561914
68.150910 0.000062 437.561916
68.154910 0.000062 437.561918
68.158909 0.000062 437.561919
68.162909 0.000062 437.561921
68.166909 0.000062 437.561922
68.170909 0.000062 437.561924
68.174909 0.000062 437.561925
68.178909 0.000062 437.561927
68.182909 0.000062 437.561928
68.186909 0.000062 437.561930
68.190909 0.000062 437.561932
68.194909 0.000061 437.561933
68.198909 0.000061 437.561935
68.202909 0.000061 437.561936
68.206909 0.000061 437.561938
68.210909 0.000061 437.561939
68.214909 0.000061 437.561941
68.218908 0.000061 437.561942
68.222908 0.000061 437.561944
68.226908 0.000061 437.561945
68.230908 0.000061 437.561947
68.234908 0.000061 437.561948
68.238908 0.000061 437.561950
68.242908 0.000061 437.561952
68.246908 0.000061 437.561953
68.250908 0.000061 437.561955
68.254908 0.000061 437.561956
68.258908 0.000061 437.561958
68.262908 0.000060 437.561959
68.266908 0.000060 437.561961
68.270908 0.000060 437.561962
68.274908 0.000060 437.561964
68.278908 0.000060 437.561965
68.282907 0.000060 437.561967
68.286907 0.000060 437.561968
68.290907 0.000060 437.561970
68.294907 0.000060 437.561971
68.298907 0.000060 437.561973
68.302907 0.000060 437.561974
68.306907 0.000060 437.561976
68.310907 0.000060 437.561977
68.314907 0.000060 437.561979
68.318907 0.000060 437.561980
68.322907 0.000060 437.561982
68.326907 0.000060 437.561983
68.330907 0.000059 437.561985
68.334907 0.000059 437.561986
68.338907 0.000059 437.561988
68.342907 0.000059 437.561989
68.346906 0.000059 437.561991
68.350906 0.000059 437.561992
68.354906 0.000059 437.561994
68.358906 0.000059 437.561995
68.362906 0.000059 437.561997
68.366906 0.000059 437.561998
68.370906 0.000059 437.562000
68.374906 0.000059 437.562001
68.378906 0.000059 437.562003
68.382906 0.000058 437.562004
68.386906 0.000058 437.562006
68.390906 0.000058 437.562007
68.394906 0.000058 437.562009
68.398906 0.000058 437.562010
68.402906 0.000058 437.562011
68.406905 0.000058 437.562013
68.410905 0.000058 437.562014
68.414905 0.000058 437.562016
68.418905 0.000058 437.562017
68.422905 0.000058 437.562019
68.426905 0.000058 437.562020
68.430905 0.000058 437.562022
68.434905 0.000058 437.562023
68.438905 0.000058 437.562025
68.442905 0.000058 437.562026
68.446905 0.000058 437.562027
68.450905 0.000058 437.562029
68.454905 0.000058 437.562030
68.458905 0.000058 437.562032
68.462905 0.000058 437.562033
68.466905 0.000058 437.562035
68.470904 0.000058 437.562036
68.474904 0.000058 437.562038
68.478904 0.000058 437.562039
68.482904 0.000058 437.562041
68.486904 0.000058 437.562042
68.490904 0.000058 437.562044
68.494904 0.000058 437.562045
68.498904 0.000058 437.562046
68.502904 0.000058 437.562048
68.506904 0.000058 437.562049
68.510904 0.000058 437.562051
68.514904 0.000058 437.562052
68.518904 0.000058 437.562054
68.522904 0.000058 437.562055
68.526904 0.000058 437.562057
68.530904 0.000058 437.562058
68.534903 0.000058 437.562060
68.538903 0.000058 437.562061
68.542903 0.000058 437.562062
68.546903 0.000058 437.562064
68.550903 0.000058 437.562065
68.554903 0.000058 437.562067
68.558903 0.000058 437.562068
68.562903 0.000058 437.562070
68.566903 0.000058 437.562071
68.570903 0.000058 437.562073
68.574903 0.000058 437.562074
68.578903 0.000058 437.562076
68.582903 0.000058 437.562077
68.586903 0.000058 437.562079
68.590903 0.000058 437.562080
68.594902 0.000058 437.562081
68.598902 0.000058 437.562083
68.602902 0.000058 437.562084
68.606902 0.000058 437.562086
68.610902 0.000058 437.562087
68.614902 0.000058 437.562089
68.618902 0.000058 437.562090
68.622902 0.000058 437.562092
68.626902 0.000058 437.562093
68.630902 0.000058 437.562095
68.634902 0.000058 437.562096
68.638902 0.000058 437.562097
68.642902 0.000058 437.562099
68.646902 0.000058 437.562100
68.650902 0.000058 437.562102
68.654902 0.000058 437.562103
68.658901 0.000059 437.562105
68.662901 0.000059 437.562106
68.666901 0.000059 437.562108
68.670901 0.000059 437.562109
68.674901 0.000059 437.562111
68.678901 0.000059 437.562112
68.682901 0.000059 437.562114
68.686901 0.000059 437.562115
68.690901 0.000059 437.562117
68.694901 0.000059 437.562118
68.698901 0.000059 437.562120
68.702901 0.000059 437.562121
68.706901 0.000059 437.562123
68.710901 0.000059 437.562124
68.714901 0.000059 437.562126
68.718900 0.000059 437.562127
68.722900 0.000059 437.562128
68.726900 0.000059 437.562130
68.730900 0.000059 437.562131
68.734900 0.000059 437.562133
68.738900 0.000059 437.562134
68.742900 0.000059 437.562136
68.746900 0.000059 437.562137
68.750900 0.000059 437.562139
68.754900 0.000059 437.562140
68.758900 0.000059 437.562142
68.762900 0.000059 437.562143
68.766900 0.000059 437.562145
68.770900 0.000059 437.562146
68.774900 0.000059 437.562148
68.778900 0.000059 437.562149
68.782899 0.000059 437.562151
68.786899 0.000059 437.562152
68.790899 0.000059 437.562154
68.794899 0.000059 437.562155
68.798899 0.000059 437.562157
68.802899 0.000059 437.562158
68.806899 0.000059 437.562160
68.810899 0.000059 437.562161
68.814899 0.000059 437.562163
68.818899 0.000059 437.562164
68.822899 0.000059 437.562166
68.826899 0.000059 437.562167
68.830899 0.000059 437.562169
68.834899 0.000059 437.562170
68.838899 0.000059 437.562171
68.842899 0.000059 437.562173
68.846898 0.000059 437.562174
68.850898 0.000059 437.562176
68.854898 0.000059 437.562177
68.858898 0.000058 437.562179
68.862898 0.000058 437.562180
68.866898 0.000058 437.562182
68.870898 0.000058 437.562183
68.874898 0.000058 437.562185
68.878898 0.000058 437.562186
68.882898 0.000058 437.562188
68.886898 0.000058 437.562189
68.890898 0.000058 437.562191
68.894898 0.000058 437.562192
68.898898 0.000058 437.562193
68.902898 0.000058 437.562195
68.906897 0.000058 437.562196
68.910897 0.000058 437.562198
68.914897 0.000058 437.562199
68.918897 0.000058 437.562201
68.922897 0.000058 437.562202
68.926897 0.000058 437.562204
68.930897 0.000058 437.562205
68.934897 0.000058 437.562207
68.938897 0.000058 437.562208
68.942897 0.000058 437.562210
68.946897 0.000058 437.562211
68.950897 0.000058 437.562212
68.954897 0.000058 437.562214
68.958897 0.000058 437.562215
68.962897 0.000057 437.562217
68.966897 0.000057 437.562218
68.970896 0.000057 437.562220
68.974896 0.000057 437.562221
68.978896 0.000057 437.562223
68.982896 0.000057 437.562224
68.986896 0.000057 437.562225
68.990896 0.000057 437.562227
68.994896 0.000057 437.562228
68.998896 0.000057 437.562230
69.002896 0.000057 437.562231
69.006896 0.000057 437.562233
69.010896 0.000057 437.562234
69.014896 0.000057 437.562235
69.018896 0.000057 437.562237
69.022896 0.000057 437.562238
69.026896 0.000057 437.562240
69.030896 0.000056 437.562241
69.034895 0.000056 437.562243
69.038895 0.000056 437.562244
69.042895 0.000056 437.562245
69.046895 0.000056 437.562247
69.050895 0.000056 437.562248
69.054895 0.000056 437.562250
69.058895 0.000056 437.562251
69.062895 0.000056 437.562252
69.066895 0.000056 437.562254
69.070895 0.000055 437.562255
69.074895 0.000055 437.562257
69.078895 0.000055 437.562258
69.082895 0.000055 437.562259
69.086895 0.000055 437.562261
69.090895 0.000055 437.562262
69.094894 0.000055 437.562264
69.098894 0.000055 437.562265
69.102894 0.000055 437.562266
69.106894 0.000054 437.562268
69.110894 0.000054 437.562269
69.114894 0.000054 437.562270
69.118894 0.000054 437.562272
69.122894 0.000054 437.562273
69.126894 0.000054 437.562274
69.130894 0.000054 437.562276
69.134894 0.000054 437.562277
69.138894 0.000053 437.562279
69.142894 0.000053 437.562280
69.146894 0.000053 437.562281
69.150894 0.000053 437.562283
69.154894 0.000053 437.562284
69.158893 0.000053 437.562285
69.162893 0.000053 437.562287
69.166893 0.000053 437.562288
69.170893 0.000053 437.562289
69.174893 0.000053 437.562291
69.178893 0.000052 437.562292
69.182893 0.000052 437.562293
69.186893 0.000052 437.562295
69.190893 0.000052 437.562296
69.194893 0.000052 437.562297
69.198893 0.000052 437.562298
69.202893 0.000052 437.562300
69.206893 0.000052 437.562301
69.210893 0.000052 437.562302
69.214893 0.000052 437.562304
69.218892 0.000051 437.562305
69.222892 0.000051 437.562306
69.226892 0.000051 437.562308
69.230892 0.000051 437.562309
69.234892 0.000051 437.562310
69.238892 0.000051 437.562311
69.242892 0.000051 437.562313
69.246892 0.000051 437.562314
69.250892 0.000051 437.562315
69.254892 0.000051 437.562317
69.258892 0.000051 437.562318
69.262892 0.000050 437.562319
69.266892 0.000050 437.562320
69.270892 0.000050 437.562322
69.274892 0.000050 437.562323
69.278892 0.000050 437.562324
69.282891 0.000050 437.562325
69.286891 0.000050 437.562327
69.290891 0.000050 437.562328
69.294891 0.000050 437.562329
69.298891 0.000049 437.562330
69.302891 0.000049 437.562332
69.306891 0.000049 437.562333
69.310891 0.000049 437.562334
69.314891 0.000049 437.562335
69.318891 0.000049 437.562337
69.322891 0.000049 437.562338
69.326891 0.000049 437.562339
69.330891 0.000049 437.562340
69.334891 0.000049 437.562341
69.338891 0.000048 437.562343
69.342891 0.000048 437.562344
69.346890 0.000048 437.562345
69.350890 0.000048 437.562346
69.354890 0.000048 437.562348
69.358890 0.000048 437.562349
69.362890 0.000048 437.562350
69.366890 0.000048 437.562351
69.370890 0.000048 437.562352
69.374890 0.000047 437.562354
69.378890 0.000047 437.562355
69.382890 0.000047 437.562356
69.386890 0.000047 437.562357
69.390890 0.000047 437.562358
69.394890 0.000047 437.562360
69.398890 0.000047 437.562361
69.402890 0.000047 437.562362
69.406889 0.000047 437.562363
69.410889 0.000047 437.562364
69.414889 0.000047 437.562365
69.418889 0.000047 437.562367
69.422889 0.000047 437.562368
69.426889 0.000046 437.562369
69.430889 0.000046 437.562370
69.434889 0.000046 437.562371
69.438889 0.000046 437.562372
69.442889 0.000046 437.562374
69.446889 0.000046 437.562375
69.450889 0.000046 437.562376
69.454889 0.000046 437.562377
69.458889 0.000046 437.562378
69.462889 0.000046 437.562379
69.466889 0.000046 437.562381
69.470888 0.000046 437.562382
69.474888 0.000046 437.562383
69.478888 0.000046 437.562384
69.482888 0.000046 437.562385
69.486888 0.000046 437.562386
69.490888 0.000046 437.562387
69.494888 0.000046 437.562389
69.498888 0.000046 437.562390
69.502888 0.000045 437.562391
69.506888 0.000045 437.562392
69.510888 0.000045 437.562393
69.514888 0.000045 437.562394
69.518888 0.000045 437.562395
69.522888 0.000045 437.562397
69.526888 0.000045 437.562398
69.530888 0.000045 437.562399
69.534887 0.000045 437.562400
69.538887 0.000045 437.562401
69.542887 0.000045 437.562402
69.546887 0.000045 437.562403
69.550887 0.000045 437.562405
69.554887 0.000045 437.562406
69.558887 0.000045 437.562407
69.562887 0.000045 437.562408
69.566887 0.000045 437.562409
69.570887 0.000045 437.562410
69.574887 0.000045 437.562411
69.578887 0.000045 437.562412
69.582887 0.000045 437.562414
69.586887 0.000045 437.562415
69.590887 0.000045 437.562416
69.594886 0.000045 437.562417
69.598886 0.000045 437.562418
69.602886 0.000045 437.562419
69.606886 0.000045 437.562420
69.610886 0.000045 437.562421
69.614886 0.000045 437.562423
69.618886 0.000045 437.562424
69.622886 0.000045 437.562425
69.626886 0.000045 437.562426
69.630886 0.000045 437.562427
69.634886 0.000045 437.562428
69.638886 0.000045 437.562429
69.642886 0.000045 437.562431
69.646886 0.000045 437.562432
69.650886 0.000045 437.562433
69.654886 0.000045 437.562434
69.658885 0.000045 437.562435
69.662885 0.000045 437.562436
69.666885 0.000045 437.562437
69.670885 0.000045 437.562438
69.674885 0.000045 437.562440
69.678885 0.000045 437.562441
69.682885 0.000045 437.562442
69.686885 0.000045 437.562443
69.690885 0.000045 437.562444
69.694885 0.000045 437.562445
69.698885 0.000045 437.562446
69.702885 0.000045 437.562448
69.706885 0.000045 437.562449
