Frequency (THz), Spectral Heat Capacity (J/Kg/K/THz), Cumulative Heat Capacity (J/Kg/K)
1.487975999999999965e+00,1.589043400000000084e+01,1.040872569999999939e+02
1.491975999999999969e+00,1.586858499999999950e+01,1.044871200000000044e+02
1.495975999999999972e+00,1.585261900000000068e+01,1.048861799999999960e+02
1.499975999999999976e+00,1.582935499999999962e+01,1.052848120000000023e+02
1.503975999999999980e+00,1.579985699999999937e+01,1.056829550000000069e+02
1.507975999999999983e+00,1.577625100000000025e+01,1.060804300000000069e+02
1.511975999999999987e+00,1.576681400000000011e+01,1.064772150000000011e+02
1.515975999999999990e+00,1.576671799999999912e+01,1.068735489999999970e+02
1.519975999999999994e+00,1.575673899999999961e+01,1.072697919999999954e+02
1.523975999999999997e+00,1.574661700000000053e+01,1.076659879999999987e+02
1.527976000000000001e+00,1.573859299999999983e+01,1.080618709999999965e+02
1.531975000000000087e+00,1.573114099999999915e+01,1.084575169999999957e+02
1.535975000000000090e+00,1.569960400000000078e+01,1.088528770000000065e+02
1.539975000000000094e+00,1.568923099999999948e+01,1.092479500000000030e+02
1.543975000000000097e+00,1.568656200000000034e+01,1.096423489999999958e+02
1.547975000000000101e+00,1.568284099999999981e+01,1.100366410000000030e+02
1.551975000000000104e+00,1.567265899999999945e+01,1.104308429999999959e+02
1.555975000000000108e+00,1.565736799999999995e+01,1.108248930000000030e+02
1.559974999999999890e+00,1.564182600000000001e+01,1.112186080000000032e+02
1.563974999999999893e+00,1.563127000000000066e+01,1.116119159999999937e+02
1.567974999999999897e+00,1.561151199999999939e+01,1.120048950000000048e+02
1.571974999999999900e+00,1.558533300000000033e+01,1.123975520000000046e+02
1.575974999999999904e+00,1.555822200000000066e+01,1.127895960000000031e+02
1.579974999999999907e+00,1.552210900000000038e+01,1.131809480000000008e+02
1.583974999999999911e+00,1.549566399999999966e+01,1.135715339999999998e+02
1.587974999999999914e+00,1.546627999999999936e+01,1.139612560000000059e+02
1.591974999999999918e+00,1.543526199999999982e+01,1.143503410000000002e+02
1.595974000000000004e+00,1.540442700000000009e+01,1.147386620000000050e+02
1.599974000000000007e+00,1.538214699999999979e+01,1.151261080000000021e+02
1.603974000000000011e+00,1.535673899999999925e+01,1.155129479999999944e+02
1.607974000000000014e+00,1.530323300000000053e+01,1.158992300000000029e+02
1.611974000000000018e+00,1.524677600000000055e+01,1.162846260000000029e+02
1.615974000000000022e+00,1.521626599999999918e+01,1.166685350000000057e+02
1.619974000000000025e+00,1.518987199999999937e+01,1.170512300000000039e+02
1.623974000000000029e+00,1.515805699999999945e+01,1.174333160000000049e+02
1.627974000000000032e+00,1.512146899999999938e+01,1.178147110000000026e+02
1.631974000000000036e+00,1.510292800000000035e+01,1.181952249999999935e+02
1.635974000000000039e+00,1.508402199999999915e+01,1.185749500000000012e+02
1.639974000000000043e+00,1.504529499999999942e+01,1.189542909999999978e+02
1.643974000000000046e+00,1.498898900000000012e+01,1.193329899999999952e+02
1.647974000000000050e+00,1.495978299999999983e+01,1.197104479999999995e+02
1.651974000000000053e+00,1.493322799999999972e+01,1.200866450000000043e+02
1.655974000000000057e+00,1.491186300000000031e+01,1.204622870000000034e+02
1.659972999999999921e+00,1.490402199999999944e+01,1.208373150000000038e+02
1.663972999999999924e+00,1.489421500000000087e+01,1.212118700000000047e+02
1.667972999999999928e+00,1.489783700000000088e+01,1.215863630000000057e+02
1.671972999999999931e+00,1.488467900000000022e+01,1.219607120000000009e+02
1.675972999999999935e+00,1.487109000000000059e+01,1.223350690000000043e+02
1.679972999999999939e+00,1.487313400000000030e+01,1.227089919999999950e+02
1.683972999999999942e+00,1.486923799999999929e+01,1.230827019999999976e+02
1.687972999999999946e+00,1.486165300000000045e+01,1.234564689999999985e+02
1.691972999999999949e+00,1.487724399999999925e+01,1.238300810000000070e+02
1.695972999999999953e+00,1.488766399999999912e+01,1.242037420000000054e+02
1.699972999999999956e+00,1.490181199999999961e+01,1.245778490000000005e+02
1.703972999999999960e+00,1.490581399999999945e+01,1.249521869999999950e+02
1.707972999999999963e+00,1.489668400000000048e+01,1.253268110000000064e+02
1.711972999999999967e+00,1.490449800000000025e+01,1.257013479999999959e+02
1.715972999999999971e+00,1.491345100000000023e+01,1.260757420000000053e+02
1.719972000000000056e+00,1.492533799999999999e+01,1.264504430000000070e+02
1.723972000000000060e+00,1.493364700000000056e+01,1.268253050000000002e+02
1.727972000000000063e+00,1.494321500000000036e+01,1.272005309999999980e+02
1.731972000000000067e+00,1.494496099999999927e+01,1.275759620000000041e+02
1.735972000000000071e+00,1.497709500000000027e+01,1.279515650000000022e+02
1.739972000000000074e+00,1.501578699999999955e+01,1.283274330000000134e+02
1.743972000000000078e+00,1.504792600000000036e+01,1.287043209999999931e+02
1.747972000000000081e+00,1.508323900000000073e+01,1.290821530000000052e+02
1.751972000000000085e+00,1.511634399999999978e+01,1.294607860000000130e+02
1.755972000000000088e+00,1.516044899999999984e+01,1.298403010000000108e+02
1.759972000000000092e+00,1.521960400000000035e+01,1.302207479999999862e+02
1.763972000000000095e+00,1.525733600000000045e+01,1.306024749999999983e+02
1.767972000000000099e+00,1.528534199999999998e+01,1.309855039999999917e+02
1.771972000000000103e+00,1.532745500000000050e+01,1.313693110000000104e+02
1.775972000000000106e+00,1.539097499999999918e+01,1.317539730000000020e+02
1.779972000000000110e+00,1.544705500000000065e+01,1.321399319999999875e+02
1.783970999999999973e+00,1.549213400000000007e+01,1.325274689999999964e+02
1.787970999999999977e+00,1.555218400000000045e+01,1.329161960000000136e+02
1.791970999999999981e+00,1.559351500000000001e+01,1.333062789999999893e+02
1.795970999999999984e+00,1.563597099999999962e+01,1.336977770000000021e+02
1.799970999999999988e+00,1.568879800000000024e+01,1.340902159999999981e+02
1.803970999999999991e+00,1.574645399999999995e+01,1.344838139999999953e+02
1.807970999999999995e+00,1.579714300000000016e+01,1.348788309999999910e+02
1.811970999999999998e+00,1.585105399999999953e+01,1.352752580000000080e+02
1.815971000000000002e+00,1.590556499999999929e+01,1.356729550000000017e+02
1.819971000000000005e+00,1.594913799999999959e+01,1.360720239999999990e+02
1.823971000000000009e+00,1.597981000000000051e+01,1.364723449999999900e+02
1.827971000000000013e+00,1.600855699999999970e+01,1.368736069999999927e+02
1.831971000000000016e+00,1.605405100000000118e+01,1.372755889999999965e+02
1.835971000000000020e+00,1.609247500000000031e+01,1.376784260000000017e+02
1.839971000000000023e+00,1.613418199999999914e+01,1.380824059999999918e+02
1.843970000000000109e+00,1.619131099999999890e+01,1.384873489999999947e+02
1.847969999999999891e+00,1.623819699999999955e+01,1.388934289999999976e+02
1.851969999999999894e+00,1.628147500000000036e+01,1.393010260000000073e+02
1.855969999999999898e+00,1.633538799999999824e+01,1.397096879999999999e+02
1.859969999999999901e+00,1.637900700000000143e+01,1.401195109999999886e+02
1.863969999999999905e+00,1.641503700000000165e+01,1.405306339999999921e+02
1.867969999999999908e+00,1.643777299999999997e+01,1.409427459999999996e+02
1.871969999999999912e+00,1.646347700000000103e+01,1.413556150000000002e+02
1.875969999999999915e+00,1.648225100000000154e+01,1.417690240000000017e+02
1.879969999999999919e+00,1.649143700000000123e+01,1.421830459999999903e+02
1.883969999999999922e+00,1.650447700000000140e+01,1.425974319999999977e+02
1.887969999999999926e+00,1.652302900000000108e+01,1.430120619999999860e+02
1.891969999999999930e+00,1.655528400000000033e+01,1.434270830000000103e+02
1.895969999999999933e+00,1.659567900000000051e+01,1.438427289999999914e+02
1.899969999999999937e+00,1.662001100000000164e+01,1.442593109999999967e+02
1.903969999999999940e+00,1.664911899999999889e+01,1.446767450000000110e+02
1.907969000000000026e+00,1.666806800000000166e+01,1.450947639999999978e+02
1.911969000000000030e+00,1.667325900000000161e+01,1.455133559999999875e+02
1.915969000000000033e+00,1.669523600000000130e+01,1.459323719999999867e+02
1.919969000000000037e+00,1.670622200000000035e+01,1.463516579999999863e+02
1.923969000000000040e+00,1.672242299999999915e+01,1.467714740000000120e+02
1.927969000000000044e+00,1.673673300000000097e+01,1.471915400000000034e+02
1.931969000000000047e+00,1.673805300000000074e+01,1.476120190000000036e+02
1.935969000000000051e+00,1.673779599999999945e+01,1.480327029999999979e+02
1.939969000000000054e+00,1.675103000000000009e+01,1.484533519999999953e+02
1.943969000000000058e+00,1.675601500000000144e+01,1.488741569999999967e+02
1.947969000000000062e+00,1.675228099999999998e+01,1.492952819999999861e+02
1.951969000000000065e+00,1.674159699999999873e+01,1.497163779999999917e+02
1.955969000000000069e+00,1.675204300000000046e+01,1.501372849999999914e+02
1.959969000000000072e+00,1.676774400000000043e+01,1.505581339999999955e+02
1.963969000000000076e+00,1.677639299999999878e+01,1.509793789999999944e+02
1.967969000000000079e+00,1.679313600000000051e+01,1.514009210000000110e+02
1.971967999999999943e+00,1.682075100000000134e+01,1.518227200000000039e+02
1.975967999999999947e+00,1.685321799999999826e+01,1.522449959999999862e+02
1.979967999999999950e+00,1.686254800000000031e+01,1.526681580000000054e+02
1.983967999999999954e+00,1.686457499999999854e+01,1.530918910000000039e+02
1.987967999999999957e+00,1.686300400000000010e+01,1.535157010000000071e+02
1.991967999999999961e+00,1.687393000000000143e+01,1.539395419999999888e+02
1.995967999999999964e+00,1.688037299999999874e+01,1.543634329999999864e+02
1.999967999999999968e+00,1.687830299999999895e+01,1.547876109999999983e+02
2.003967999999999972e+00,1.689736900000000119e+01,1.552118619999999964e+02
2.007967999999999975e+00,1.691698399999999936e+01,1.556362550000000056e+02
2.011967999999999979e+00,1.690826200000000057e+01,1.560612209999999891e+02
2.015967999999999982e+00,1.691505700000000090e+01,1.564863400000000127e+02
2.019967999999999986e+00,1.693813799999999858e+01,1.569112519999999904e+02
2.023967999999999989e+00,1.695209200000000038e+01,1.573366300000000138e+02
2.027967999999999993e+00,1.695493099999999842e+01,1.577625800000000140e+02
2.031966999999999857e+00,1.695606799999999836e+01,1.581886910000000057e+02
2.035966999999999860e+00,1.695475499999999869e+01,1.586147070000000099e+02
2.039966999999999864e+00,1.695684699999999978e+01,1.590408480000000111e+02
2.043966999999999867e+00,1.696605100000000022e+01,1.594669739999999933e+02
2.047966999999999871e+00,1.697589599999999876e+01,1.598932470000000023e+02
2.051966999999999874e+00,1.699524200000000107e+01,1.603197859999999935e+02
2.055966999999999878e+00,1.701054500000000047e+01,1.607466599999999914e+02
2.059966999999999882e+00,1.701934999999999931e+01,1.611740259999999978e+02
2.063966999999999885e+00,1.701059700000000063e+01,1.616016720000000078e+02
2.067966999999999889e+00,1.699672800000000095e+01,1.620293650000000127e+02
2.071966999999999892e+00,1.699016299999999902e+01,1.624567250000000058e+02
2.075966999999999896e+00,1.700287099999999896e+01,1.628837750000000142e+02
2.079966999999999899e+00,1.700291899999999856e+01,1.633109039999999936e+02
2.083966999999999903e+00,1.699694900000000075e+01,1.637383269999999982e+02
2.087966999999999906e+00,1.699724099999999893e+01,1.641655939999999987e+02
2.091966999999999910e+00,1.698664700000000138e+01,1.645927389999999946e+02
2.095966000000000218e+00,1.695880999999999972e+01,1.650198159999999916e+02
2.099966000000000221e+00,1.695268799999999842e+01,1.654463299999999890e+02
2.103965999999999781e+00,1.696666600000000003e+01,1.658724290000000110e+02
2.107965999999999784e+00,1.696096100000000106e+01,1.662986329999999953e+02
2.111965999999999788e+00,1.695901800000000037e+01,1.667250219999999956e+02
2.115965999999999791e+00,1.695494199999999907e+01,1.671512160000000051e+02
2.119965999999999795e+00,1.694653999999999883e+01,1.675773949999999957e+02
2.123965999999999799e+00,1.691757099999999880e+01,1.680034280000000138e+02
2.127965999999999802e+00,1.689835700000000074e+01,1.684290200000000084e+02
2.131965999999999806e+00,1.689013800000000032e+01,1.688538790000000063e+02
2.135965999999999809e+00,1.687973500000000016e+01,1.692784550000000081e+02
2.139965999999999813e+00,1.685792299999999955e+01,1.697028520000000071e+02
2.143965999999999816e+00,1.682219999999999871e+01,1.701268359999999973e+02
2.147965999999999820e+00,1.680082300000000117e+01,1.705501069999999970e+02
2.151965999999999823e+00,1.678166799999999981e+01,1.709725960000000100e+02
2.155965999999999827e+00,1.674946200000000118e+01,1.713946270000000140e+02
2.159965000000000135e+00,1.671554199999999923e+01,1.718160190000000114e+02
2.163965000000000138e+00,1.668945599999999985e+01,1.722364269999999919e+02
2.167965000000000142e+00,1.665227900000000005e+01,1.726561910000000069e+02
2.171965000000000146e+00,1.662404300000000035e+01,1.730752380000000130e+02
2.175965000000000149e+00,1.658896299999999968e+01,1.734933819999999969e+02
2.179965000000000153e+00,1.654455000000000098e+01,1.739107960000000048e+02
2.183965000000000156e+00,1.651637200000000050e+01,1.743271839999999884e+02
2.187965000000000160e+00,1.649512299999999954e+01,1.747425519999999892e+02
2.191965000000000163e+00,1.647107300000000052e+01,1.751573720000000094e+02
2.195965000000000167e+00,1.642912000000000106e+01,1.755716639999999984e+02
2.199965000000000170e+00,1.638607199999999864e+01,1.759851370000000088e+02
2.203965000000000174e+00,1.634570400000000134e+01,1.763974719999999934e+02
2.207965000000000177e+00,1.629139199999999832e+01,1.768087859999999978e+02
2.211965000000000181e+00,1.624040300000000059e+01,1.772189799999999877e+02
2.215965000000000185e+00,1.620730400000000060e+01,1.776277800000000013e+02
2.219964000000000048e+00,1.617398499999999828e+01,1.780354619999999954e+02
2.223964000000000052e+00,1.611229000000000156e+01,1.784422759999999926e+02
2.227964000000000055e+00,1.602880299999999991e+01,1.788481160000000045e+02
2.231964000000000059e+00,1.596620399999999940e+01,1.792520580000000052e+02
2.235964000000000063e+00,1.591962999999999973e+01,1.796539860000000033e+02
2.239964000000000066e+00,1.586186700000000016e+01,1.800546420000000012e+02
2.243964000000000070e+00,1.580231599999999936e+01,1.804541000000000111e+02
2.247964000000000073e+00,1.574274800000000063e+01,1.808520080000000121e+02
2.251964000000000077e+00,1.569517800000000030e+01,1.812484110000000044e+02
2.255964000000000080e+00,1.563437099999999980e+01,1.816434470000000090e+02
2.259964000000000084e+00,1.555610399999999949e+01,1.820372260000000040e+02
2.263964000000000087e+00,1.549922800000000045e+01,1.824292130000000043e+02
2.267964000000000091e+00,1.544253100000000067e+01,1.828193400000000111e+02
2.271964000000000095e+00,1.539105499999999971e+01,1.832081650000000081e+02
2.275964000000000098e+00,1.534911999999999921e+01,1.835956099999999935e+02
2.279964000000000102e+00,1.529921099999999967e+01,1.839818830000000105e+02
2.283962999999999965e+00,1.523474200000000067e+01,1.843670740000000023e+02
2.287962999999999969e+00,1.518012700000000059e+01,1.847507099999999980e+02
2.291962999999999973e+00,1.512373099999999937e+01,1.851328420000000108e+02
2.295962999999999976e+00,1.507412599999999969e+01,1.855136559999999974e+02
2.299962999999999980e+00,1.502436800000000083e+01,1.858931010000000015e+02
2.303962999999999983e+00,1.494909299999999952e+01,1.862713300000000061e+02
2.307962999999999987e+00,1.486680999999999919e+01,1.866480939999999862e+02
2.311962999999999990e+00,1.479355999999999938e+01,1.870227869999999939e+02
2.315962999999999994e+00,1.473372600000000077e+01,1.873954569999999933e+02
2.319962999999999997e+00,1.467321300000000051e+01,1.877664800000000014e+02
2.323963000000000001e+00,1.461088299999999940e+01,1.881360500000000116e+02
2.327963000000000005e+00,1.454710500000000017e+01,1.885040480000000116e+02
2.331963000000000008e+00,1.450276299999999985e+01,1.888704610000000059e+02
2.335963000000000012e+00,1.445515800000000084e+01,1.892354709999999898e+02
2.339963000000000015e+00,1.440821399999999919e+01,1.895994220000000041e+02
2.343961999999999879e+00,1.436816699999999969e+01,1.899621280000000070e+02
2.347961999999999883e+00,1.433301799999999915e+01,1.903236249999999927e+02
2.351961999999999886e+00,1.428914600000000057e+01,1.906842839999999910e+02
2.355961999999999890e+00,1.422797300000000043e+01,1.910440079999999909e+02
2.359961999999999893e+00,1.416386100000000070e+01,1.914024009999999976e+02
2.363961999999999897e+00,1.410328600000000066e+01,1.917591590000000110e+02
2.367961999999999900e+00,1.404843699999999984e+01,1.921143669999999872e+02
2.371961999999999904e+00,1.398746000000000045e+01,1.924681160000000091e+02
2.375961999999999907e+00,1.393828099999999992e+01,1.928204379999999958e+02
2.379961999999999911e+00,1.389436899999999930e+01,1.931713009999999997e+02
2.383961999999999914e+00,1.384452800000000039e+01,1.935210449999999867e+02
2.387961999999999918e+00,1.379529800000000073e+01,1.938696579999999869e+02
2.391961999999999922e+00,1.374485100000000060e+01,1.942169890000000123e+02
