# T(K) Cv(J/cc.K) Cv(J/kg.K)
35.110730 0.452951 0.018649
35.137877 0.453245 0.018692
35.165024 0.453540 0.018735
35.192170 0.453834 0.018779
35.219317 0.454128 0.018822
35.246464 0.454422 0.018866
35.273611 0.454715 0.018910
35.300757 0.455009 0.018953
35.327904 0.455302 0.018997
35.355051 0.455594 0.019041
35.382197 0.455887 0.019085
35.409344 0.456179 0.019129
35.436491 0.456471 0.019173
35.463638 0.456763 0.019217
35.490784 0.457054 0.019261
35.517931 0.457346 0.019305
35.545078 0.457637 0.019349
35.572225 0.457927 0.019394
35.599371 0.458218 0.019438
35.626518 0.458508 0.019483
35.653665 0.458798 0.019527
35.680812 0.459088 0.019572
35.707958 0.459378 0.019617
35.735105 0.459667 0.019661
35.762252 0.459956 0.019706
35.789398 0.460245 0.019751
35.816545 0.460533 0.019796
35.843692 0.460822 0.019841
35.870839 0.461110 0.019886
35.897985 0.461398 0.019932
35.925132 0.461685 0.019977
35.952279 0.461973 0.020022
35.979426 0.462260 0.020067
36.006572 0.462547 0.020113
36.033719 0.462833 0.020158
36.060866 0.463120 0.020204
36.088013 0.463406 0.020250
36.115159 0.463692 0.020295
36.142306 0.463978 0.020341
36.169453 0.464263 0.020387
36.196600 0.464548 0.020433
36.223746 0.464833 0.020479
36.250893 0.465118 0.020525
36.278040 0.465402 0.020571
36.305186 0.465687 0.020618
36.332333 0.465971 0.020664
36.359480 0.466254 0.020710
36.386627 0.466538 0.020757
36.413773 0.466821 0.020803
36.440920 0.467104 0.020850
36.468067 0.467387 0.020896
36.495214 0.467670 0.020943
36.522360 0.467952 0.020990
36.549507 0.468234 0.021037
36.576654 0.468516 0.021083
36.603801 0.468797 0.021130
36.630947 0.469079 0.021178
36.658094 0.469360 0.021225
36.685241 0.469641 0.021272
36.712387 0.469921 0.021319
36.739534 0.470202 0.021366
36.766681 0.470482 0.021414
36.793828 0.470762 0.021461
36.820974 0.471042 0.021509
36.848121 0.471321 0.021556
36.875268 0.471601 0.021604
36.902415 0.471880 0.021652
36.929561 0.472158 0.021700
36.956708 0.472437 0.021748
36.983855 0.472715 0.021795
37.011002 0.472993 0.021844
37.038148 0.473271 0.021892
37.065295 0.473549 0.021940
37.092442 0.473826 0.021988
37.119589 0.474103 0.022036
37.146735 0.474380 0.022085
37.173882 0.474657 0.022133
37.201029 0.474933 0.022182
37.228175 0.475210 0.022230
37.255322 0.475485 0.022279
37.282469 0.475761 0.022328
37.309616 0.476037 0.022377
37.336762 0.476312 0.022425
37.363909 0.476587 0.022474
37.391056 0.476862 0.022523
37.418203 0.477137 0.022572
37.445349 0.477411 0.022622
37.472496 0.477685 0.022671
37.499643 0.477959 0.022720
37.526790 0.478233 0.022770
37.553936 0.478506 0.022819
37.581083 0.478779 0.022868
37.608230 0.479052 0.022918
37.635376 0.479325 0.022968
37.662523 0.479598 0.023017
37.689670 0.479870 0.023067
37.716817 0.480142 0.023117
37.743963 0.480414 0.023167
37.771110 0.480685 0.023217
37.798257 0.480957 0.023267
37.825404 0.481228 0.023317
37.852550 0.481499 0.023368
37.879697 0.481770 0.023418
37.906844 0.482040 0.023468
37.933991 0.482310 0.023519
37.961137 0.482580 0.023569
37.988284 0.482850 0.023620
38.015431 0.483120 0.023671
38.042578 0.483389 0.023721
38.069724 0.483658 0.023772
38.096871 0.483927 0.023823
38.124018 0.484196 0.023874
38.151164 0.484464 0.023925
38.178311 0.484732 0.023976
38.205458 0.485000 0.024027
38.232605 0.485268 0.024079
38.259751 0.485536 0.024130
38.286898 0.485803 0.024181
38.314045 0.486070 0.024233
38.341192 0.486337 0.024284
38.368338 0.486604 0.024336
38.395485 0.486870 0.024388
38.422632 0.487136 0.024439
38.449779 0.487402 0.024491
38.476925 0.487668 0.024543
38.504072 0.487934 0.024595
38.531219 0.488199 0.024647
38.558365 0.488464 0.024699
38.585512 0.488729 0.024752
38.612659 0.488994 0.024804
38.639806 0.489258 0.024856
38.666952 0.489522 0.024909
38.694099 0.489786 0.024961
38.721246 0.490050 0.025014
38.748393 0.490314 0.025066
38.775539 0.490577 0.025119
38.802686 0.490840 0.025172
38.829833 0.491103 0.025225
38.856980 0.491366 0.025278
38.884126 0.491628 0.025331
38.911273 0.491890 0.025384
38.938420 0.492152 0.025437
38.965567 0.492414 0.025490
38.992713 0.492676 0.025543
39.019860 0.492937 0.025597
39.047007 0.493198 0.025650
39.074153 0.493459 0.025704
39.101300 0.493720 0.025757
39.128447 0.493980 0.025811
39.155594 0.494241 0.025865
39.182740 0.494501 0.025919
39.209887 0.494761 0.025973
39.237034 0.495020 0.026027
39.264181 0.495280 0.026081
39.291327 0.495539 0.026135
39.318474 0.495798 0.026189
39.345621 0.496057 0.026243
39.372768 0.496315 0.026298
39.399914 0.496573 0.026352
39.427061 0.496832 0.026407
39.454208 0.497089 0.026461
39.481354 0.497347 0.026516
39.508501 0.497605 0.026570
39.535648 0.497862 0.026625
39.562795 0.498119 0.026680
39.589941 0.498376 0.026735
39.617088 0.498632 0.026790
39.644235 0.498889 0.026845
39.671382 0.499145 0.026900
39.698528 0.499401 0.026956
39.725675 0.499657 0.027011
39.752822 0.499912 0.027066
39.779969 0.500168 0.027122
39.807115 0.500423 0.027177
39.834262 0.500678 0.027233
39.861409 0.500933 0.027289
39.888556 0.501187 0.027345
39.915702 0.501441 0.027400
39.942849 0.501695 0.027456
39.969996 0.501949 0.027512
39.997142 0.502203 0.027569
40.024289 0.502456 0.027625
40.051436 0.502710 0.027681
40.078583 0.502963 0.027737
40.105729 0.503216 0.027794
40.132876 0.503468 0.027850
40.160023 0.503721 0.027907
40.187170 0.503973 0.027963
40.214316 0.504225 0.028020
40.241463 0.504477 0.028077
40.268610 0.504728 0.028134
40.295757 0.504980 0.028191
40.322903 0.505231 0.028248
40.350050 0.505482 0.028305
40.377197 0.505732 0.028362
40.404343 0.505983 0.028419
40.431490 0.506233 0.028476
40.458637 0.506483 0.028534
40.485784 0.506733 0.028591
40.512930 0.506983 0.028649
40.540077 0.507233 0.028706
40.567224 0.507482 0.028764
40.594371 0.507731 0.028822
40.621517 0.507980 0.028880
40.648664 0.508229 0.028938
40.675811 0.508477 0.028996
40.702958 0.508725 0.029054
40.730104 0.508973 0.029112
40.757251 0.509221 0.029170
40.784398 0.509469 0.029229
40.811545 0.509716 0.029287
40.838691 0.509964 0.029345
40.865838 0.510211 0.029404
40.892985 0.510458 0.029463
40.920131 0.510704 0.029521
40.947278 0.510951 0.029580
40.974425 0.511197 0.029639
41.001572 0.511443 0.029698
41.028718 0.511689 0.029757
41.055865 0.511934 0.029816
41.083012 0.512180 0.029875
41.110159 0.512425 0.029934
41.137305 0.512670 0.029994
41.164452 0.512915 0.030053
41.191599 0.513160 0.030113
41.218746 0.513404 0.030172
41.245892 0.513648 0.030232
41.273039 0.513892 0.030292
41.300186 0.514136 0.030351
41.327332 0.514380 0.030411
41.354479 0.514623 0.030471
41.381626 0.514867 0.030531
41.408773 0.515110 0.030591
41.435919 0.515352 0.030652
41.463066 0.515595 0.030712
41.490213 0.515838 0.030772
41.517360 0.516080 0.030833
41.544506 0.516322 0.030893
41.571653 0.516564 0.030954
41.598800 0.516805 0.031015
41.625947 0.517047 0.031075
41.653093 0.517288 0.031136
41.680240 0.517529 0.031197
41.707387 0.517770 0.031258
41.734534 0.518011 0.031319
41.761680 0.518251 0.031380
41.788827 0.518491 0.031441
41.815974 0.518732 0.031503
41.843120 0.518971 0.031564
41.870267 0.519211 0.031626
41.897414 0.519451 0.031687
41.924561 0.519690 0.031749
41.951707 0.519929 0.031810
41.978854 0.520168 0.031872
42.006001 0.520407 0.031934
42.033148 0.520645 0.031996
42.060294 0.520884 0.032058
42.087441 0.521122 0.032120
42.114588 0.521360 0.032182
42.141735 0.521597 0.032245
42.168881 0.521835 0.032307
42.196028 0.522072 0.032369
42.223175 0.522309 0.032432
42.250321 0.522546 0.032495
42.277468 0.522783 0.032557
42.304615 0.523020 0.032620
42.331762 0.523256 0.032683
42.358908 0.523492 0.032746
42.386055 0.523729 0.032809
42.413202 0.523964 0.032872
42.440349 0.524200 0.032935
42.467495 0.524435 0.032998
42.494642 0.524671 0.033061
42.521789 0.524906 0.033125
42.548936 0.525141 0.033188
42.576082 0.525375 0.033252
42.603229 0.525610 0.033315
42.630376 0.525844 0.033379
42.657523 0.526078 0.033443
42.684669 0.526312 0.033507
42.711816 0.526546 0.033571
42.738963 0.526780 0.033635
42.766109 0.527013 0.033699
42.793256 0.527246 0.033763
42.820403 0.527479 0.033827
42.847550 0.527712 0.033892
42.874696 0.527944 0.033956
42.901843 0.528177 0.034021
42.928990 0.528409 0.034085
42.956137 0.528641 0.034150
42.983283 0.528873 0.034215
43.010430 0.529105 0.034280
43.037577 0.529336 0.034345
43.064724 0.529568 0.034410
43.091870 0.529799 0.034475
43.119017 0.530030 0.034540
43.146164 0.530260 0.034605
43.173310 0.530491 0.034671
43.200457 0.530721 0.034736
43.227604 0.530952 0.034802
43.254751 0.531182 0.034867
43.281897 0.531411 0.034933
43.309044 0.531641 0.034999
43.336191 0.531870 0.035064
43.363338 0.532100 0.035130
43.390484 0.532329 0.035196
43.417631 0.532558 0.035262
43.444778 0.532786 0.035329
43.471925 0.533015 0.035395
43.499071 0.533243 0.035461
43.526218 0.533472 0.035528
43.553365 0.533700 0.035594
43.580512 0.533927 0.035661
43.607658 0.534155 0.035727
43.634805 0.534382 0.035794
43.661952 0.534610 0.035861
43.689098 0.534837 0.035928
43.716245 0.535064 0.035995
43.743392 0.535290 0.036062
43.770539 0.535517 0.036129
43.797685 0.535743 0.036196
43.824832 0.535970 0.036264
43.851979 0.536196 0.036331
43.879126 0.536421 0.036399
43.906272 0.536647 0.036466
43.933419 0.536872 0.036534
43.960566 0.537098 0.036602
43.987713 0.537323 0.036669
44.014859 0.537548 0.036737
44.042006 0.537772 0.036805
44.069153 0.537997 0.036873
44.096299 0.538221 0.036942
44.123446 0.538446 0.037010
44.150593 0.538670 0.037078
44.177740 0.538894 0.037147
44.204886 0.539117 0.037215
44.232033 0.539341 0.037284
44.259180 0.539564 0.037352
44.286327 0.539787 0.037421
44.313473 0.540010 0.037490
44.340620 0.540233 0.037559
44.367767 0.540456 0.037628
44.394914 0.540678 0.037697
44.422060 0.540900 0.037766
44.449207 0.541122 0.037835
44.476354 0.541344 0.037905
44.503501 0.541566 0.037974
44.530647 0.541788 0.038044
44.557794 0.542009 0.038113
44.584941 0.542230 0.038183
44.612087 0.542451 0.038253
44.639234 0.542672 0.038323
44.666381 0.542893 0.038393
44.693528 0.543113 0.038463
44.720674 0.543334 0.038533
44.747821 0.543554 0.038603
44.774968 0.543774 0.038673
44.802115 0.543994 0.038744
44.829261 0.544213 0.038814
44.856408 0.544433 0.038885
44.883555 0.544652 0.038955
44.910702 0.544871 0.039026
44.937848 0.545090 0.039097
44.964995 0.545309 0.039168
44.992142 0.545527 0.039238
45.019288 0.545746 0.039310
45.046435 0.545964 0.039381
45.073582 0.546182 0.039452
45.100729 0.546400 0.039523
45.127875 0.546618 0.039595
45.155022 0.546836 0.039666
45.182169 0.547053 0.039738
45.209316 0.547270 0.039809
45.236462 0.547487 0.039881
45.263609 0.547704 0.039953
45.290756 0.547921 0.040025
45.317903 0.548137 0.040097
45.345049 0.548354 0.040169
45.372196 0.548570 0.040241
45.399343 0.548786 0.040313
45.426489 0.549002 0.040386
45.453636 0.549218 0.040458
45.480783 0.549433 0.040530
45.507930 0.549649 0.040603
45.535076 0.549864 0.040676
45.562223 0.550079 0.040748
45.589370 0.550294 0.040821
45.616517 0.550508 0.040894
45.643663 0.550723 0.040967
45.670810 0.550937 0.041040
45.697957 0.551152 0.041114
45.725104 0.551366 0.041187
45.752250 0.551579 0.041260
45.779397 0.551793 0.041334
45.806544 0.552007 0.041407
45.833691 0.552220 0.041481
45.860837 0.552433 0.041555
45.887984 0.552646 0.041628
45.915131 0.552859 0.041702
45.942277 0.553072 0.041776
45.969424 0.553285 0.041850
45.996571 0.553497 0.041925
46.023718 0.553709 0.041999
46.050864 0.553921 0.042073
46.078011 0.554133 0.042147
46.105158 0.554345 0.042222
46.132305 0.554556 0.042297
46.159451 0.554768 0.042371
46.186598 0.554979 0.042446
46.213745 0.555190 0.042521
46.240892 0.555401 0.042596
46.268038 0.555612 0.042671
46.295185 0.555822 0.042746
46.322332 0.556033 0.042821
46.349478 0.556243 0.042896
46.376625 0.556453 0.042972
46.403772 0.556663 0.043047
46.430919 0.556873 0.043123
46.458065 0.557082 0.043199
46.485212 0.557292 0.043274
46.512359 0.557501 0.043350
46.539506 0.557710 0.043426
46.566652 0.557919 0.043502
46.593799 0.558128 0.043578
46.620946 0.558337 0.043654
46.648093 0.558545 0.043731
46.675239 0.558753 0.043807
46.702386 0.558962 0.043883
46.729533 0.559170 0.043960
46.756680 0.559377 0.044036
46.783826 0.559585 0.044113
46.810973 0.559793 0.044190
46.838120 0.560000 0.044267
46.865266 0.560207 0.044344
46.892413 0.560414 0.044421
46.919560 0.560621 0.044498
46.946707 0.560828 0.044575
46.973853 0.561034 0.044653
47.001000 0.561241 0.044730
47.028147 0.561447 0.044808
47.055294 0.561653 0.044885
47.082440 0.561859 0.044963
47.109587 0.562065 0.045041
47.136734 0.562270 0.045118
47.163881 0.562476 0.045196
47.191027 0.562681 0.045274
47.218174 0.562886 0.045353
47.245321 0.563091 0.045431
47.272467 0.563296 0.045509
47.299614 0.563501 0.045587
47.326761 0.563705 0.045666
47.353908 0.563910 0.045745
47.381054 0.564114 0.045823
47.408201 0.564318 0.045902
47.435348 0.564522 0.045981
47.462495 0.564726 0.046060
47.489641 0.564929 0.046139
47.516788 0.565133 0.046218
47.543935 0.565336 0.046297
47.571082 0.565539 0.046376
47.598228 0.565742 0.046456
47.625375 0.565945 0.046535
47.652522 0.566148 0.046615
47.679669 0.566350 0.046695
47.706815 0.566553 0.046774
47.733962 0.566755 0.046854
47.761109 0.566957 0.046934
47.788255 0.567159 0.047014
47.815402 0.567361 0.047094
47.842549 0.567562 0.047174
47.869696 0.567764 0.047255
47.896842 0.567965 0.047335
47.923989 0.568166 0.047416
47.951136 0.568367 0.047496
47.978283 0.568568 0.047577
48.005429 0.568768 0.047657
48.032576 0.568969 0.047738
48.059723 0.569169 0.047819
48.086870 0.569370 0.047900
48.114016 0.569570 0.047981
48.141163 0.569770 0.048063
48.168310 0.569969 0.048144
48.195456 0.570169 0.048225
48.222603 0.570369 0.048307
48.249750 0.570568 0.048388
48.276897 0.570767 0.048470
48.304043 0.570966 0.048552
48.331190 0.571165 0.048634
48.358337 0.571364 0.048715
48.385484 0.571562 0.048797
48.412630 0.571761 0.048880
48.439777 0.571959 0.048962
48.466924 0.572157 0.049044
48.494071 0.572355 0.049126
48.521217 0.572553 0.049209
48.548364 0.572751 0.049292
48.575511 0.572948 0.049374
48.602658 0.573146 0.049457
48.629804 0.573343 0.049540
48.656951 0.573540 0.049623
48.684098 0.573737 0.049706
48.711244 0.573934 0.049789
48.738391 0.574130 0.049872
48.765538 0.574327 0.049955
48.792685 0.574523 0.050039
48.819831 0.574719 0.050122
48.846978 0.574916 0.050206
48.874125 0.575111 0.050290
48.901272 0.575307 0.050373
48.928418 0.575503 0.050457
48.955565 0.575698 0.050541
48.982712 0.575894 0.050625
49.009859 0.576089 0.050709
49.037005 0.576284 0.050794
49.064152 0.576479 0.050878
49.091299 0.576674 0.050962
49.118445 0.576868 0.051047
49.145592 0.577063 0.051131
49.172739 0.577257 0.051216
49.199886 0.577451 0.051301
49.227032 0.577645 0.051386
49.254179 0.577839 0.051471
49.281326 0.578033 0.051556
49.308473 0.578227 0.051641
49.335619 0.578420 0.051726
49.362766 0.578613 0.051812
49.389913 0.578807 0.051897
49.417060 0.579000 0.051983
49.444206 0.579193 0.052068
49.471353 0.579385 0.052154
49.498500 0.579578 0.052240
49.525647 0.579770 0.052326
49.552793 0.579963 0.052412
49.579940 0.580155 0.052498
49.607087 0.580347 0.052584
49.634233 0.580539 0.052670
49.661380 0.580731 0.052757
49.688527 0.580922 0.052843
49.715674 0.581114 0.052930
49.742820 0.581305 0.053016
49.769967 0.581496 0.053103
49.797114 0.581687 0.053190
49.824261 0.581878 0.053277
49.851407 0.582069 0.053364
49.878554 0.582260 0.053451
49.905701 0.582450 0.053538
49.932848 0.582641 0.053626
49.959994 0.582831 0.053713
49.987141 0.583021 0.053800
50.014288 0.583211 0.053888
50.041434 0.583401 0.053976
50.068581 0.583590 0.054064
50.095728 0.583780 0.054151
50.122875 0.583969 0.054239
50.150021 0.584158 0.054327
50.177168 0.584348 0.054416
50.204315 0.584536 0.054504
50.231462 0.584725 0.054592
50.258608 0.584914 0.054681
50.285755 0.585103 0.054769
50.312902 0.585291 0.054858
50.340049 0.585479 0.054947
50.367195 0.585667 0.055035
50.394342 0.585855 0.055124
50.421489 0.586043 0.055213
50.448636 0.586231 0.055302
50.475782 0.586419 0.055392
50.502929 0.586606 0.055481
50.530076 0.586793 0.055570
50.557222 0.586981 0.055660
50.584369 0.587168 0.055749
50.611516 0.587355 0.055839
50.638663 0.587541 0.055929
50.665809 0.587728 0.056019
50.692956 0.587915 0.056109
50.720103 0.588101 0.056199
50.747250 0.588287 0.056289
50.774396 0.588473 0.056379
50.801543 0.588659 0.056470
50.828690 0.588845 0.056560
50.855837 0.589031 0.056651
50.882983 0.589216 0.056741
50.910130 0.589402 0.056832
50.937277 0.589587 0.056923
50.964423 0.589772 0.057014
50.991570 0.589957 0.057105
51.018717 0.590142 0.057196
51.045864 0.590327 0.057287
51.073010 0.590512 0.057378
51.100157 0.590696 0.057470
51.127304 0.590881 0.057561
51.154451 0.591065 0.057653
51.181597 0.591249 0.057745
51.208744 0.591433 0.057836
51.235891 0.591617 0.057928
51.263038 0.591800 0.058020
51.290184 0.591984 0.058112
51.317331 0.592167 0.058204
51.344478 0.592351 0.058297
51.371625 0.592534 0.058389
51.398771 0.592717 0.058482
51.425918 0.592900 0.058574
51.453065 0.593083 0.058667
51.480211 0.593265 0.058760
51.507358 0.593448 0.058852
51.534505 0.593630 0.058945
51.561652 0.593813 0.059038
51.588798 0.593995 0.059132
51.615945 0.594177 0.059225
51.643092 0.594359 0.059318
51.670239 0.594540 0.059412
51.697385 0.594722 0.059505
51.724532 0.594903 0.059599
51.751679 0.595085 0.059692
51.778826 0.595266 0.059786
51.805972 0.595447 0.059880
51.833119 0.595628 0.059974
51.860266 0.595809 0.060068
51.887412 0.595990 0.060163
51.914559 0.596170 0.060257
51.941706 0.596351 0.060351
51.968853 0.596531 0.060446
51.995999 0.596711 0.060540
52.023146 0.596891 0.060635
52.050293 0.597071 0.060730
52.077440 0.597251 0.060825
52.104586 0.597431 0.060920
52.131733 0.597610 0.061015
52.158880 0.597790 0.061110
52.186027 0.597969 0.061205
52.213173 0.598148 0.061301
52.240320 0.598327 0.061396
52.267467 0.598506 0.061492
52.294614 0.598685 0.061587
52.321760 0.598864 0.061683
52.348907 0.599042 0.061779
52.376054 0.599221 0.061875
52.403200 0.599399 0.061971
52.430347 0.599577 0.062067
52.457494 0.599755 0.062164
52.484641 0.599933 0.062260
52.511787 0.600111 0.062356
52.538934 0.600289 0.062453
52.566081 0.600466 0.062550
52.593228 0.600644 0.062646
52.620374 0.600821 0.062743
52.647521 0.600998 0.062840
52.674668 0.601175 0.062937
52.701815 0.601352 0.063034
52.728961 0.601529 0.063132
52.756108 0.601706 0.063229
52.783255 0.601882 0.063327
52.810401 0.602059 0.063424
52.837548 0.602235 0.063522
52.864695 0.602411 0.063619
52.891842 0.602587 0.063717
52.918988 0.602763 0.063815
52.946135 0.602939 0.063913
52.973282 0.603115 0.064011
53.000429 0.603290 0.064110
53.027575 0.603466 0.064208
53.054722 0.603641 0.064306
53.081869 0.603816 0.064405
53.109016 0.603991 0.064504
53.136162 0.604166 0.064602
53.163309 0.604341 0.064701
53.190456 0.604516 0.064800
53.217603 0.604690 0.064899
53.244749 0.604865 0.064998
53.271896 0.605039 0.065098
53.299043 0.605213 0.065197
53.326189 0.605387 0.065296
53.353336 0.605561 0.065396
53.380483 0.605735 0.065496
53.407630 0.605909 0.065595
53.434776 0.606083 0.065695
53.461923 0.606256 0.065795
53.489070 0.606430 0.065895
53.516217 0.606603 0.065995
53.543363 0.606776 0.066095
53.570510 0.606949 0.066196
53.597657 0.607122 0.066296
53.624804 0.607295 0.066397
